,id,marca,color,placa
1274,085089994,peugeot,SlateBlue,IYX220
1275,090950500,audi,SteelBlue,UMO209
1276,105188759,toyota,NavajoWhite,ZDN01X
1277,032738984,renault,DodgerBlue,DNI943
1278,113268302,citroen,Brown,NQH780
1279,111486157,ford,Moccasin,TQN730
1280,117094336,ford,LightSlateGray,BLJ97V
1281,044195256,audi,Khaki,VYZ26Z
1282,096504853,ford,Tan,PSY14U
1283,056166626,seat,SkyBlue,FID92U
1284,078547809,toyota,DarkOliveGreen,KGH06H
1285,116526559,peugeot,Teal,SOV69X
1286,053969622,kia,SpringGreen,NJZ287
1287,087434929,nissan,ForestGreen,LYY844
1288,034913901,nissan,Fuchsia,VDU574
1289,119879643,hyundai,MediumBlue,AAV830
1290,037965163,audi,MediumAquaMarine,QDJ35K
1291,040335285,bmw,Tan,XSD23U
1292,050365397,bmw,PaleGreen,EAQ302
1293,072186499,bmw,LightYellow,GEI593
1294,083556144,nissan,SeaGreen,PBZ84U
1295,028867458,seat,FireBrick,RQZ691
1296,032169375,nissan,MediumVioletRed,YLR18I
1297,066365255,seat,IndianRed,S57443
1298,107528139,peugeot,Tan,FLU483
1299,019860794,peugeot,Maroon,DIV95Q
1300,026209733,audi,MediumSlateBlue,VEO57S
1301,047672527,kia,PapayaWhip,YQI749
1302,094749623,volvo,PeachPuff,NSR620
1303,117269792,citroen,Gray,DSS631
1304,113428854,volvo,LavenderBlush,NLS144
1305,047470897,mercedes,WhiteSmoke,YMX171
1306,098019045,ford,SeaShell,GJI762
1307,037478430,nissan,MediumAquaMarine,R55704
1308,113752371,volkswagen,Olive,HSZ546
1309,051427593,bmw,MediumSlateBlue,T7433
1310,109337506,seat,Turquoise,RCL69G
1311,037827353,hyundai,Lavender,UWZ239
1312,118394019,kia,SlateGray,EJJ07G
1313,071766496,bmw,LightGoldenRodYellow,XSR507
1314,108433993,ford,PeachPuff,XJW16E
1315,062401281,citroen,LimeGreen,EHH282
1316,069544277,hyundai,Gold,FBL457
1317,044321347,renault,CadetBlue,KRR988
1318,078812822,kia,SeaShell,GJA970
1319,060577201,peugeot,Pink,AMV42E
1320,010115574,peugeot,SlateBlue,CWL279
1321,011586720,mercedes,Thistle,KNQ896
1322,118542450,renault,DarkSlateGray,JUC232
1323,044132361,citroen,Lime,MBB806
1324,016762866,ford,LightCyan,SHB38T
1325,086512774,kia,MediumOrchid,VX4215
1326,021010273,hyundai,LightGray,DLA70S
1327,129613844,renault,Red,GKD23A
1328,119709014,mercedes,Plum,UNJ841
1329,117358221,peugeot,Aquamarine,GGC23N
1330,116556901,peugeot,MediumBlue,LIF351
1331,020957719,hyundai,LightYellow,ELP076
1332,080863843,peugeot,Chocolate,KMV939
1333,122756724,volvo,Cornsilk,R00063
1334,047496172,renault,LightBlue,UNY790
1335,107492919,bmw,RosyBrown,UCJ92H
1336,061863480,nissan,Red,ECJ308
1337,098202797,kia,DeepSkyBlue,OFA740
1338,016747551,audi,Lavender,ZIU400
1339,020020455,citroen,Maroon,VCP756
1340,056919048,nissan,Wheat,WES904
1341,123774776,audi,Blue,YQS911
1342,110946009,nissan,AliceBlue,PDO970
1343,070498626,toyota,BlanchedAlmond,T8096
1344,122823738,volvo,LawnGreen,ZTQ338
1345,027546482,nissan,Tomato,NYV169
1346,041054361,seat,PowderBlue,QLK52G
1347,020428345,seat,SandyBrown,XCT009
1348,083385234,toyota,LawnGreen,DH2027
1349,072395769,audi,BlueViolet,QLA69G
1350,020482970,renault,Lime,DPO637
1351,076345113,hyundai,Gray,BWG856
1352,069642250,audi,MediumBlue,HNE606
1353,102539754,kia,OrangeRed,T2363
1354,099876151,volkswagen,DarkCyan,CTW418
1355,122413957,mercedes,Tan,AYW589
1356,045335183,seat,SandyBrown,WRW91L
1357,054422414,peugeot,RosyBrown,JNA218
1358,090989429,kia,Tan,XKA06S
1359,108100051,toyota,MediumPurple,ATN276
1360,017649771,kia,LightSalmon,S70762
1361,059436612,seat,MediumBlue,GXR925
1362,029762303,seat,Violet,IBL603
1363,014057900,peugeot,Bisque,WKV88M
1364,066326090,mercedes,Gainsboro,R50398
1365,029945036,nissan,LimeGreen,SOX100
1366,079378776,mercedes,SpringGreen,LCC741
1367,050827880,seat,SeaShell,BTE650
1368,012477281,volvo,SeaGreen,UCI040
1369,062821065,kia,GreenYellow,OLR020
1370,019738211,citroen,Wheat,IJK008
1371,119009947,audi,SlateGray,TBD46V
1372,085232958,hyundai,LightSlateGray,OTB254
1373,051267795,mercedes,Gray,VLW59L
1374,086809720,hyundai,Maroon,QRU88J
1375,111723564,volvo,SandyBrown,TLT960
1376,025912306,mercedes,LightBlue,ZGZ722
1377,093497662,bmw,BlanchedAlmond,SCK62V
1378,101839879,hyundai,DarkMagenta,AUE736
1379,118289988,nissan,Plum,MFC20N
1380,057960397,citroen,NavajoWhite,NSM997
1381,027573219,renault,DarkTurquoise,GMH79M
1382,037679705,citroen,HotPink,S87252
1383,028295062,volvo,Cyan,HRK31Y
1384,093227942,audi,DarkSeaGreen,S68829
1385,127469663,citroen,SlateGray,EPG76Z
1386,039438245,kia,AntiqueWhite,ODM156
1387,018933198,seat,DodgerBlue,WEN21Y
1388,016934872,kia,DarkSeaGreen,KAE824
1389,040508630,peugeot,DeepPink,R45287
1390,076764707,hyundai,MediumSpringGreen,JWE509
1391,017348438,ford,Gainsboro,IHP261
1392,087851599,nissan,DarkTurquoise,DQB463
1393,049772205,hyundai,DarkOrange,ZSF50W
1394,110578969,hyundai,MediumSpringGreen,CEQ108
1395,026300946,seat,LightSkyBlue,JPC301
1396,086602118,kia,LawnGreen,ZCS941
1397,020453420,seat,LightSeaGreen,GRJ631
1398,119524655,volvo,MediumPurple,WZR024
1399,041533730,citroen,CadetBlue,ETG551
1400,045721577,ford,BurlyWood,OBR531
1401,045075142,hyundai,SlateGray,AFF71Y
1402,018268229,ford,MediumSlateBlue,SLZ442
1403,068988902,seat,ForestGreen,VE8195
1404,066912514,ford,Pink,RWX99N
1405,025878631,renault,BlanchedAlmond,KQH122
1406,015463849,citroen,LightGoldenRodYellow,S21147
1407,015225058,peugeot,Linen,NTM64F
1408,072402694,volvo,DarkRed,BJK938
1409,019592651,seat,DarkGray,IGS998
1410,081528682,seat,DarkSeaGreen,MEH808
1411,053358204,bmw,DarkCyan,NKC875
1412,038473845,toyota,DarkGray,GYZ20L
1413,081164237,audi,LightGoldenRodYellow,CIF84D
1414,115768541,volvo,Cornsilk,T9451
1415,038117237,ford,Tomato,THM574
1416,057485898,seat,Violet,GHV449
1417,053174776,toyota,CadetBlue,PKS056
1418,014718919,peugeot,Teal,WZC255
1419,108455036,nissan,Gold,TZR859
1420,085014079,renault,LemonChiffon,MNW97E
1421,029340327,audi,ForestGreen,HBW36A
1422,099193287,toyota,LavenderBlush,CPF550
1423,102502545,toyota,Chocolate,WNP83C
1424,022464381,volkswagen,DarkOrchid,NOK609
1425,052271133,renault,LimeGreen,WAO810
1426,098472365,renault,LemonChiffon,HNK21H
1427,119713220,kia,SkyBlue,BQF914
1428,129716961,kia,DarkTurquoise,BPP935
1429,016828823,audi,PaleGoldenRod,JDO01Y
1430,128426168,audi,PaleVioletRed,T1632
1431,118661836,ford,YellowGreen,FZM44Q
1432,066880646,nissan,MediumSeaGreen,RAT890
1433,024709992,nissan,Black,ARU161
1434,019192624,mercedes,MediumAquaMarine,JFB882
1435,110832304,renault,GhostWhite,EQT41A
1436,107488402,nissan,Orchid,OPT93C
1437,086441560,seat,Thistle,YAO395
1438,123392598,hyundai,Gold,T5494
1439,015735988,kia,SpringGreen,MNL275
1440,045992270,mercedes,MediumSpringGreen,EBF20G
1441,072644096,hyundai,SpringGreen,R83299
1442,046342890,mercedes,MediumSpringGreen,CCX90A
1443,084196888,renault,Red,MEI780
1444,067305162,peugeot,Ivory,YUW818
1445,019823786,mercedes,Chocolate,ENE106
1446,119309948,seat,LightSlateGray,KOF530
1447,129559607,renault,LemonChiffon,EGV127
1448,116859129,toyota,MediumOrchid,FNB089
1449,024345592,nissan,Bisque,TVS48Q
1450,104818279,volkswagen,BurlyWood,FZO128
1451,042235778,peugeot,SlateGray,BFL554
1452,088914600,ford,DarkSlateGray,XJU60D
1453,043636059,renault,Gray,PFK384
1454,063957145,audi,RoyalBlue,ZAB371
1455,072761160,hyundai,SeaGreen,IIM046
1456,010205031,audi,SpringGreen,AWO256
1457,061138050,hyundai,MediumBlue,CEU352
1458,027139475,kia,DarkRed,S80749
1459,041825778,toyota,AntiqueWhite,VNX729
1460,058889639,toyota,MidnightBlue,ULF117
1461,011861115,nissan,Crimson,MZF280
1462,076729357,nissan,FireBrick,IIM32P
1463,052977149,hyundai,Cornsilk,WXQ325
1464,111653621,ford,MediumTurquoise,T6466
1465,042542102,citroen,LightBlue,CLX673
1466,119590579,ford,YellowGreen,LH2193
1467,083103827,mercedes,MediumVioletRed,RLG488
1468,080049764,nissan,LightSkyBlue,HQV86I
1469,043410550,bmw,SpringGreen,UTR54T
1470,127714651,audi,MediumVioletRed,UGY29V
1471,033344047,citroen,Black,OTE918
1472,088794118,citroen,DarkGray,S56049
1473,080804569,volkswagen,LightBlue,IWG07U
1474,018507663,mercedes,Maroon,FEZ751
1475,117750654,renault,Aqua,SZC314
1476,060974626,citroen,SteelBlue,FMG247
1477,067046816,peugeot,MediumVioletRed,URP354
1478,048138743,citroen,ForestGreen,CGT633
1479,058969986,seat,LightPink,GXY151
1480,117220281,volvo,LightCoral,VNH684
1481,014975972,hyundai,SlateBlue,KPA872
1482,038854529,seat,Khaki,HYN277
1483,079476526,renault,Turquoise,NLL77Y
1484,010980521,volkswagen,BlueViolet,FZS11M
1485,095623900,volvo,BurlyWood,NYG216
1486,127403001,volvo,LightGreen,WCJ156
1487,064511991,mercedes,DarkSlateGray,ERO079
1488,043146989,nissan,DarkViolet,VED044
1489,059129039,renault,Cornsilk,PUR663
1490,119258565,peugeot,GhostWhite,XBN85V
1491,119774146,ford,Wheat,SIL96F
1492,082306366,mercedes,DarkTurquoise,SDI694
1493,125738626,audi,DarkSlateGray,JSL569
1494,012844982,ford,DarkSlateBlue,YQL321
1495,037652858,volkswagen,DarkTurquoise,BCX975
1496,010001578,citroen,Aqua,TDE245
1497,080596796,renault,DarkRed,WOV62Z
1498,019979863,bmw,Silver,AXV251
1499,040044660,volkswagen,LightSalmon,WVL070
1500,091992363,audi,MediumTurquoise,DYT594
1501,105489429,toyota,GhostWhite,WNF41M
1502,017054298,kia,LightGoldenRodYellow,YYG301
1503,044069599,kia,Orchid,DUN839
1504,040459255,seat,Snow,LWZ89O
1505,074838240,kia,LightBlue,T1981
1506,083828995,kia,Bisque,OFQ51W
1507,122157585,citroen,Gray,HBT245
1508,054627345,volkswagen,Violet,WMY952
1509,114457866,kia,LightCyan,DEA680
1510,061515398,nissan,OrangeRed,DPG575
1511,093392233,peugeot,CornflowerBlue,NGW65C
1512,122179369,nissan,MintCream,DXG18N
1513,095314112,ford,MediumOrchid,UMT435
1514,031099420,volvo,Snow,MXE448
1515,086767930,nissan,Tomato,OQW70G
1516,024321286,kia,MidnightBlue,S17155
1517,100497539,volvo,SandyBrown,HIT239
1518,037369277,mercedes,Cyan,TOD179
1519,085717130,toyota,AliceBlue,HOL622
1520,113967454,kia,Plum,VQG935
1521,123716721,mercedes,Aquamarine,CSV152
1522,096547386,volvo,Tomato,PXF756
1523,064229209,bmw,MediumSlateBlue,XTI908
1524,081974469,citroen,NavajoWhite,FFT262
1525,124524213,kia,Green,GNC108
1526,129749365,renault,DarkSeaGreen,DZM90H
1527,032544204,volvo,LemonChiffon,GIJ11P
1528,011782854,bmw,SaddleBrown,HJA669
1529,123172912,renault,Orange,NL1006
1530,037393120,mercedes,MintCream,ZUO45X
1531,058012435,nissan,Wheat,JZG372
1532,124690338,nissan,SteelBlue,ZZQ956
1533,115494569,audi,Black,SYJ13J
1534,112373719,kia,DarkViolet,MTB595
1535,060020680,toyota,Lavender,FJH86M
1536,056992201,toyota,Peru,RAT867
1537,105726962,peugeot,Peru,PHO654
1538,067674961,bmw,DarkTurquoise,T7213
1539,109865230,mercedes,Salmon,WYS792
1540,085588945,toyota,DimGray,COQ037
1541,058155826,peugeot,MediumSeaGreen,EJF98P
1542,124604007,toyota,LightSlateGray,QOX877
1543,102964549,ford,Gainsboro,XFJ958
1544,105924971,bmw,Gold,RUG954
1545,046425814,ford,LightGoldenRodYellow,YAQ530
1546,109815947,ford,PapayaWhip,ADR31R
1547,056461295,audi,Tomato,OPA66C
1548,012562536,hyundai,Gold,HNI128
1549,014926196,hyundai,Aquamarine,GVQ003
1550,054282256,renault,FireBrick,BAH969
1551,078290703,peugeot,SteelBlue,CEJ204
1552,072669453,volvo,LawnGreen,MUI561
1553,050676691,citroen,PaleGreen,RCD797
1554,094187214,volkswagen,PaleGoldenRod,MSC640
1555,068659257,volvo,PaleGreen,T4632
1556,073629476,renault,AliceBlue,SNX66H
1557,053470069,citroen,Plum,MTI273
1558,013432238,toyota,Pink,VUQ31C
1559,042677459,mercedes,PaleGoldenRod,QGN90M
1560,118005159,kia,MistyRose,SNS923
1561,018548334,kia,MistyRose,BLT69O
1562,114949934,volvo,DeepSkyBlue,UZD735
1563,103362328,bmw,Teal,BHG766
1564,040349093,nissan,LightSalmon,LJQ63Z
1565,114996026,kia,Pink,ABM56N
1566,087308877,renault,HoneyDew,WPS960
1567,066096375,renault,DarkOrange,R20243
1568,036846432,seat,DarkBlue,VWJ37R
1569,121980902,audi,SteelBlue,PMT929
1570,013062750,volvo,White,NYO272
1571,066639677,peugeot,CornflowerBlue,SXE174
1572,129999047,peugeot,Gainsboro,TGZ18T
1573,112056557,toyota,DarkGreen,OZT919
1574,122823673,citroen,Chartreuse,ABX242
1575,023736089,hyundai,Moccasin,POB641
1576,054832185,volkswagen,IndianRed,KMP253
1577,067031737,peugeot,GoldenRod,T2420
1578,078512449,bmw,OliveDrab,EGL644
1579,061564776,seat,Lime,AQL309
1580,119898938,ford,SeaShell,QUI557
1581,122784903,volkswagen,Green,PUX894
1582,064875323,citroen,DarkRed,MPD377
1583,031037589,hyundai,Olive,TBG701
1584,058361173,peugeot,Chocolate,KDY687
1585,025452905,audi,DarkSlateBlue,S44955
1586,041878848,bmw,Blue,BTT499
1587,062422406,volkswagen,Sienna,XKJ695
1588,079074928,toyota,DodgerBlue,AAY613
1589,028937100,kia,DeepSkyBlue,BRE95V
1590,088706782,nissan,Aqua,ZVS651
1591,036587746,volkswagen,DarkMagenta,UAG70S
1592,115380495,mercedes,GhostWhite,RPN040
1593,080965097,bmw,Chocolate,R68410
1594,025395693,seat,RoyalBlue,GSH523
1595,046986395,toyota,Gold,YMY23U
1596,095681489,mercedes,NavajoWhite,S07010
1597,118335434,audi,SteelBlue,HZO20P
1598,069460636,toyota,PeachPuff,R01608
1599,119875139,toyota,CadetBlue,T1321
1600,079469614,volkswagen,Yellow,RQB20Z
1601,083779361,mercedes,Gray,R43501
1602,037509736,citroen,Gold,QFO094
1603,056426968,seat,MediumSeaGreen,WTN44D
1604,051041623,volvo,Indigo,NGX674
1605,128462698,seat,Peru,XEM210
1606,047159914,seat,GhostWhite,SVM188
1607,101272999,toyota,Peru,AYC310
1608,066188018,mercedes,DarkBlue,PUY39S
1609,025531583,renault,OldLace,CLL370
1610,066878289,kia,LightGoldenRodYellow,TQK362
1611,047639269,renault,Red,CAY85G
1612,070272127,audi,MediumSpringGreen,NMN157
1613,053751432,ford,OldLace,ODE06Y
1614,050988745,audi,Bisque,MCI29U
1615,029935350,toyota,RoyalBlue,KZP852
1616,126667521,peugeot,GhostWhite,LNG07S
1617,105210562,kia,Gainsboro,BFN184
1618,091138033,kia,MediumVioletRed,JLN096
1619,062414689,kia,PaleTurquoise,AMH711
1620,077244116,nissan,White,ZCM841
1621,117358551,renault,BurlyWood,PLT140
1622,067937844,hyundai,SandyBrown,UWF11A
1623,091848093,volkswagen,OrangeRed,TRF084
1624,070107014,bmw,LightPink,ONT29U
1625,014044803,citroen,MediumSeaGreen,ZQP70O
1626,015515357,peugeot,MediumVioletRed,BWE190
1627,093385127,audi,MediumOrchid,IJQ61D
1628,066129815,mercedes,SeaShell,IFP49L
1629,099911142,kia,LightCoral,WBC555
1630,043451056,hyundai,MediumOrchid,LUZ522
1631,127956697,seat,BlanchedAlmond,TGO984
1632,016278813,hyundai,DarkSlateBlue,NJW085
1633,010130193,peugeot,LightSeaGreen,BNB22A
1634,023294602,renault,Maroon,ZIO01Y
1635,117241480,mercedes,Crimson,JJE544
1636,020489326,hyundai,SandyBrown,RLT16L
1637,044318554,seat,SkyBlue,NAO693
1638,029360129,volkswagen,OliveDrab,PWX76E
1639,099409997,audi,PowderBlue,T0968
1640,106270200,mercedes,Wheat,QLA925
1641,105741329,audi,Black,JKM881
1642,123657178,seat,Blue,GHG35P
1643,042740920,audi,Ivory,MNK061
1644,033632380,citroen,DeepPink,BJP424
1645,025985867,renault,DarkGoldenRod,QWF189
1646,031499826,volkswagen,DarkGoldenRod,BPV253
1647,010828926,volvo,Orchid,EHG980
1648,107206422,hyundai,DarkGreen,YQL333
1649,122517280,volkswagen,SandyBrown,T8768
1650,104574377,nissan,Pink,ESH707
1651,064465005,kia,MediumOrchid,CNB559
1652,047548237,hyundai,Yellow,JCH087
1653,117516937,volkswagen,GoldenRod,PMD08Q
1654,093570903,bmw,CadetBlue,KKF842
1655,016602324,mercedes,LavenderBlush,WQH21T
1656,086742269,renault,Gold,OSV007
1657,014183803,toyota,Yellow,JAI477
1658,011365093,bmw,Chocolate,FQH727
1659,021666517,citroen,Maroon,WGT215
1660,099365604,renault,Chocolate,LDY563
1661,112514507,kia,Thistle,DKV438
1662,057592985,peugeot,Tan,DJM102
1663,111033788,peugeot,LightYellow,ULM670
1664,052748048,bmw,Gainsboro,ZPO160
1665,073729428,audi,Teal,NPB067
1666,111296583,hyundai,DarkGoldenRod,KAV711
1667,094298679,citroen,WhiteSmoke,NKQ835
1668,021077643,audi,DodgerBlue,UAZ810
1669,091852584,mercedes,OldLace,JBL56P
1670,064891941,kia,Brown,BKM49T
1671,085741685,peugeot,DarkTurquoise,GRL712
1672,022071240,toyota,Black,UDZ735
1673,107899910,nissan,LightSteelBlue,DHX842
1674,023527599,hyundai,MediumAquaMarine,PKN827
1675,056208678,nissan,DodgerBlue,RHG15N
1676,031033266,volkswagen,ForestGreen,EVO067
1677,032340686,peugeot,Sienna,OYI06U
1678,066790985,citroen,Aqua,CZB181
1679,119206342,mercedes,Blue,SCZ09G
1680,095499024,nissan,Teal,TBZ11V
1681,027514582,mercedes,MediumSpringGreen,DBV776
1682,084853752,bmw,Aqua,UNT131
1683,071692887,mercedes,SpringGreen,T1494
1684,019848936,citroen,AntiqueWhite,BAP76F
1685,114189273,bmw,GoldenRod,AKV13J
1686,022852919,citroen,MediumBlue,ZYB50U
1687,024879628,hyundai,PaleGreen,LOI756
1688,125643300,kia,DeepPink,BZD01F
1689,066923354,seat,LightSlateGray,FBZ79H
1690,069063208,nissan,RoyalBlue,LZG225
1691,059057619,peugeot,RosyBrown,RXU828
1692,016347236,peugeot,LemonChiffon,JCN16L
1693,043717554,hyundai,HotPink,VYV147
1694,076726787,volvo,DarkGray,FRA179
1695,116257093,nissan,Bisque,XZV185
1696,056304970,bmw,FloralWhite,OEM605
1697,015106627,hyundai,Olive,VOP36V
1698,062686132,renault,DarkBlue,CVX75X
1699,086559083,ford,SlateBlue,FLC18K
1700,028065124,hyundai,SteelBlue,T7635
1701,056896336,seat,HoneyDew,WMX275
1702,128383654,kia,OliveDrab,OMR12N
1703,021001075,volkswagen,YellowGreen,XAM897
1704,016007107,ford,FireBrick,CJT146
1705,112088541,audi,MediumBlue,XCA20P
1706,102831818,ford,LightSteelBlue,WQH34A
1707,093205346,mercedes,LightGoldenRodYellow,ODT799
1708,031531108,renault,Snow,PFU833
1709,015630232,bmw,Chocolate,BUF863
1710,071361008,hyundai,Cyan,VGL146
1711,059721961,mercedes,DarkSalmon,UTZ856
1712,118018081,renault,HotPink,ITY87U
1713,037247632,peugeot,YellowGreen,CSC282
1714,054126590,mercedes,Green,YXK753
1715,123368755,nissan,Cyan,VLI10J
1716,087535734,audi,DimGray,EHI050
1717,120957570,seat,LightBlue,R94560
1718,040584667,citroen,SandyBrown,ZFO854
1719,048991472,renault,MistyRose,KXK094
1720,033600642,volkswagen,LightBlue,OMR831
1721,112959670,volvo,Sienna,XFL048
1722,126947283,hyundai,PaleGoldenRod,IKL57K
1723,022688316,nissan,DarkSlateBlue,LCB357
1724,060369121,mercedes,PaleVioletRed,EQQ597
1725,010302332,citroen,SandyBrown,YRN83M
1726,047162927,renault,Brown,LOC408
1727,118614029,bmw,DeepPink,GFB143
1728,119264986,ford,LightGray,ZUX150
1729,113535404,hyundai,DarkSalmon,IWK46H
1730,070404597,audi,PowderBlue,OCN97K
1731,033616212,peugeot,DarkCyan,R93388
1732,025770852,bmw,Gold,SQO137
1733,046827658,nissan,SlateGray,NQK64F
1734,060936800,renault,FloralWhite,IBC36J
1735,127572589,ford,LightSlateGray,QWQ00E
1736,080784993,mercedes,Beige,DBD695
1737,083737918,audi,LightYellow,AMQ301
1738,102333316,kia,BlueViolet,BDT390
1739,126826799,mercedes,Tan,PAS44K
1740,109420390,citroen,Green,VMH737
1741,074215575,volvo,Chartreuse,GYI527
1742,021609846,hyundai,MintCream,HNF38G
1743,117850677,volvo,MintCream,XUF161
1744,125933641,kia,Gainsboro,KJX210
1745,013473598,toyota,Olive,WBG19X
1746,068425601,toyota,LightYellow,ZHO150
1747,021873588,seat,Linen,RLH386
1748,053984937,citroen,DarkSlateBlue,FIV436
1749,023883424,hyundai,DeepPink,HVP61F
1750,070161432,volkswagen,RosyBrown,QXF06E
1751,056558991,hyundai,DarkCyan,DKA790
1752,093920919,audi,Red,SUH938
1753,027107067,renault,Tan,TYX405
1754,128942079,volvo,DarkSalmon,R77390
1755,119004719,toyota,LightSteelBlue,FYV41P
1756,031203054,toyota,LightSteelBlue,QMF31J
1757,091353397,volkswagen,Linen,DPG885
1758,099896500,mercedes,DarkOrange,LGN541
1759,128518364,volvo,Lavender,APB473
1760,030130076,volkswagen,DimGray,BBP26M
1761,098084397,kia,Chocolate,RKF059
1762,059970013,peugeot,Navy,XJF90L
1763,069238703,volkswagen,RoyalBlue,SWP394
1764,044537911,peugeot,DarkGray,AJG58H
1765,108669673,volkswagen,Blue,NYX41Q
1766,059878115,ford,LightSteelBlue,AJY255
1767,070092365,hyundai,YellowGreen,STP833
1768,070130845,hyundai,LightSalmon,FVL413
1769,070190403,renault,SlateGray,BGB25Y
1770,015147660,ford,Snow,ZMH697
1771,011752761,hyundai,HotPink,WPY256
1772,027186091,citroen,Orange,LHY64O
1773,059043050,seat,LightSeaGreen,OJO62P
1774,019408716,renault,Wheat,SSI031
1775,114029731,bmw,Gainsboro,PDR806
1776,029523296,renault,PaleTurquoise,INC00H
1777,058109791,nissan,PowderBlue,TOG56A
1778,042661944,renault,MediumOrchid,DRC793
1779,102347027,bmw,FloralWhite,LTH202
1780,075780180,toyota,SeaGreen,EPB712
1781,079611983,mercedes,BlueViolet,R93459
1782,048500164,toyota,LightCyan,S90441
1783,086308904,citroen,Black,S51876
1784,127976350,toyota,Lime,UQU71T
1785,041895410,peugeot,DarkOliveGreen,TPY643
1786,102240072,volvo,HoneyDew,DIB394
1787,071273235,ford,OldLace,QBS985
1788,050626188,bmw,LawnGreen,OIF09M
1789,079030108,ford,RoyalBlue,YBM145
1790,110824260,peugeot,Blue,LHT900
1791,023652574,volkswagen,DarkRed,BVW632
1792,049541850,bmw,Sienna,LXZ94V
1793,044257055,mercedes,MediumPurple,FL9899
1794,108943276,volkswagen,DarkViolet,CSA43H
1795,119819412,volkswagen,Blue,RCX838
1796,034213258,nissan,ForestGreen,WSG33C
1797,110220149,bmw,MediumAquaMarine,TSX887
1798,011982793,hyundai,Coral,JQF977
1799,091634948,kia,FireBrick,AKY195
1800,090162165,toyota,DodgerBlue,LWR377
1801,038624021,volvo,Cornsilk,T7353
1802,087092345,audi,DarkSalmon,NDB47Q
1803,056627479,seat,Aquamarine,FJJ68O
1804,128932995,mercedes,MistyRose,T9768
1805,060997580,citroen,Khaki,KMJ24V
1806,046124924,kia,GreenYellow,WWI723
1807,066614281,volvo,Brown,JSX508
1808,104022340,audi,PaleTurquoise,CZX720
1809,071904384,citroen,GoldenRod,MPP88C
1810,019202718,toyota,LightCyan,LTB375
1811,021995893,nissan,LightBlue,KMX78U
1812,031372558,hyundai,Blue,AXA814
1813,045822793,citroen,MistyRose,IRW649
1814,025274248,volvo,CornflowerBlue,PFD869
1815,039748414,renault,LightCoral,PCR429
1816,123059242,kia,NavajoWhite,AWC107
1817,011976754,seat,AntiqueWhite,BRP59R
1818,070937734,seat,DarkKhaki,OBF993
1819,043342152,mercedes,OldLace,WYA924
1820,057822613,hyundai,SaddleBrown,PCT433
1821,073228288,nissan,MediumSlateBlue,BKU07R
1822,098828702,peugeot,OliveDrab,XHU62X
1823,104211847,citroen,Ivory,STZ639
1824,038722648,audi,SlateBlue,WBB175
1825,083468847,renault,DeepPink,AFI220
1826,013338400,hyundai,LavenderBlush,SQW116
1827,040279118,hyundai,BlueViolet,BDQ92Z
1828,015715487,audi,CadetBlue,GRF356
1829,085174485,seat,DarkMagenta,R26667
1830,121930622,citroen,Plum,IZX938
1831,049134801,peugeot,DarkSlateBlue,XXF072
1832,079964449,kia,Cyan,XPY18Q
1833,023105063,renault,LemonChiffon,T3787
1834,126938865,renault,Magenta,WFK493
1835,026591645,mercedes,Orange,QOY007
1836,117842986,mercedes,LightGray,EZF664
1837,048012115,bmw,Fuchsia,XOV529
1838,126300312,volkswagen,SeaShell,FIH007
1839,094685596,ford,DarkCyan,LWP199
1840,017372572,audi,Chartreuse,WEG08K
1841,010439357,peugeot,OliveDrab,MPA706
1842,045836213,volkswagen,MintCream,GFX423
1843,080305563,ford,Maroon,JNE72D
1844,080642624,mercedes,DarkSlateBlue,OPB39S
1845,098049727,volvo,NavajoWhite,T0695
1846,129648563,renault,LightYellow,AQM845
1847,084444268,volvo,PeachPuff,TKN343
1848,069066425,volvo,BurlyWood,DJK862
1849,079230827,volvo,HotPink,UWO08C
1850,124878451,nissan,DarkGray,T0287
1851,112545945,volkswagen,Crimson,NDT472
1852,098057502,nissan,LightGray,PKO927
1853,042400163,volkswagen,MistyRose,ZRZ75V
1854,091694357,bmw,MediumSlateBlue,DGW118
1855,081522743,ford,Navy,CLD14O
1856,097437136,volvo,ForestGreen,UWL329
1857,128722192,bmw,Purple,FKX795
1858,036678626,hyundai,Aquamarine,MCI33K
1859,042902425,mercedes,LightSkyBlue,UDX660
1860,073416265,kia,HoneyDew,AXV97W
1861,094081242,audi,SandyBrown,UNV56Z
1862,043687626,bmw,PaleTurquoise,WVV31I
1863,085958245,peugeot,Moccasin,CTR845
1864,068242680,peugeot,Gold,SVY97N
1865,108265239,renault,OrangeRed,VKO56C
1866,111403693,renault,NavajoWhite,R74814
1867,037560131,nissan,PowderBlue,EWZ861
1868,050236345,bmw,RosyBrown,MPV012
1869,013036728,seat,Thistle,R31043
1870,070350104,volvo,DarkKhaki,KNP159
1871,071840817,peugeot,PowderBlue,WGM529
1872,072143351,audi,Snow,NPM19L
1873,052175239,citroen,DarkBlue,UPB072
1874,026268062,hyundai,FireBrick,R69736
1875,037161941,nissan,Cyan,QXR01W
1876,022160698,bmw,Aqua,AOF40X
1877,046245696,mercedes,LightGray,VWO382
1878,109083889,hyundai,HoneyDew,OTA259
1879,108003255,seat,Violet,GBO53U
1880,087972504,citroen,Crimson,T9318
1881,122143230,seat,RosyBrown,GIN861
1882,042524890,mercedes,Turquoise,ZYK115
